"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean","estado"
"4883",190408,"Polygon",555599817,"555599817",1,"Selva Nueva y El Jaguar","Selva Nueva y El Jaguar","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.058782,0.05596827012,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-VER","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Veracruz"
"4884",190413,"Polygon",555599545,"555599545",1,"(Parcela) 22 Z-1 P1-1 (Ejido Boca del Monte)","(Parcela) 22 Z-1 P1-1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.075244,0.08098907997,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4885",190444,"Polygon",555599553,"555599553",1,"(Parcela) 38 Z-1 P1-1 (Ejido Boca del Monte)","(Parcela) 38 Z-1 P1-1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.224663,0.1605771821,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4886",190449,"Polygon",555599767,"555599767",1,"Parcela 129 Z-1 P1-2 (Ejido La Esmeralda)","Parcela 129 Z-1 P1-2 (Ejido La Esmeralda)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.171151,0.6378267286,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4887",190451,"Polygon",555599696,"555599696",1,"El Sepudo 4 (Ejido Huxtepec)","El Sepudo 4 (Ejido Huxtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.041783,0.04214382346,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4888",190457,"Polygon",555599691,"555599691",1,"El Pantano 2 (Ejido Huixtepec)","El Pantano 2 (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01008042757,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4889",190463,"Polygon",555599695,"555599695",1,"El Sepudo 3 (Ejido Huixtepec)","El Sepudo 3 (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.032751,0.03300055531,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4890",190464,"Polygon",555599634,"555599634",1,"Arroyo Choco (Ejido Huixtepec)","Arroyo Choco (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01279509015,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4891",190466,"Polygon",555599636,"555599636",1,"Arroyo Miel (Ejido Huixtepec)","Arroyo Miel (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01061768744,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4892",190472,"Polygon",555599875,"555599875",1,"Cerro del Naranjo 2 (Ejido Huixtepec)","Cerro del Naranjo 2 (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.02,0.02040364515,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4893",190475,"Polygon",555599843,"555599843",1,"Tierra Perdida (Ejido Huixtepec)","Tierra Perdida (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.013399021,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4894",190495,"Polygon",555599580,"555599580",1,"Área de Conservación Agua de Obispo","Área de Conservación Agua de Obispo","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,2.2,2.483797981,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4895",190516,"Polygon",555599743,"555599743",1,"La Vainilla 2 (Ejido Huixtepec)","La Vainilla 2 (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01080029207,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4896",190523,"Polygon",555599846,"555599846",1,"Toncano (Ejido Huixtepec)","Toncano (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01743028709,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4897",190529,"Polygon",555599742,"555599742",1,"La Vainilla (Ejido Huixtepec)","La Vainilla (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.008852494484,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4898",190534,"Polygon",555599747,"555599747",1,"Los Limos (Ejido Huixtepec)","Los Limos (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.04,0.04014580118,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4899",190537,"Polygon",555599681,"555599681",1,"El Ciruelo (Ejido Huixtepec)","El Ciruelo (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01079042394,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4900",190545,"Polygon",555599733,"555599733",1,"La Piedra Boluda (Ejido Huixtepec)","La Piedra Boluda (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.15,0.1556352748,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4901",190550,"Polygon",555599718,"555599718",1,"El Zapote (Ejido Huixtepec)","El Zapote (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.0719674,0.07148279993,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4902",190558,"Polygon",555599635,"555599635",1,"Arroyo Mamey (Ejido Huixtepec)","Arroyo Mamey (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01343615189,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4903",190569,"Polygon",555599650,"555599650",1,"Barranca Honda 3 (Ejido Huixtepec)","Barranca Honda 3 (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01081842936,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4904",190603,"Polygon",555599814,"555599814",1,"Santuario Cañada de la Virgen","Santuario Cañada de la Virgen","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,50.01,49.02319475,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GUA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guanajuato"
"4905",190618,"Polygon",555645426,"555645426",1,"CostaSalvaje WildLands III","CostaSalvaje WildLands III","Individual landowners","National Commission of Natural Protected Areas","Designated",2016,0,0,60.29608147,58.34309347,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California"
"4906",190667,"Polygon",555645427,"555645427",1,"Reserva Ecológica Presa El Caldillo","Reserva Ecológica Presa El Caldillo","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,0.6832,0.6805968343,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CHH","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chihuahua"
"4907",190669,"Polygon",555645428,"555645428",1,"N.C.P.E Centauro del Norte","N.C.P.E Centauro del Norte","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,97.2275,97.41828186,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CAM","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Campeche"
"4908",190672,"Polygon",555645429,"555645429",1,"N.C.P.E Dos Lagunas","N.C.P.E Dos Lagunas","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,42.275,42.38031334,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CAM","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Campeche"
"4909",190683,"Polygon",555645430,"555645430",1,"Ejido Puebla de Morelia","Ejido Puebla de Morelia","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,16.963919,16.99639516,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CAM","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Campeche"
"4910",190686,"Polygon",555645431,"555645431",1,"Ejido Kilómetro 120","Ejido Kilómetro 120","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,91.134786,91.30543419,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CAM","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Campeche"
"4911",190692,"Polygon",555645432,"555645432",1,"N.C.P.E Santa Rosa","N.C.P.E Santa Rosa","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,45.1423,45.26720987,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CAM","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Campeche"
"4912",190703,"Polygon",555645433,"555645433",1,"Ejido Carlos A. Madrazo","Ejido Carlos A. Madrazo","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,8.6403,8.663275309,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CAM","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Campeche"
"4913",190716,"Polygon",555645434,"555645434",1,"Ejido Ley de Fomento Agropecuario","Ejido Ley de Fomento Agropecuario","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,42.767,42.87080302,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CAM","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Campeche"
"4914",190781,"Polygon",555645442,"555645442",1,"Rancho Guaabñagob","Rancho Guaabñagob","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,1.1665,1.170268629,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4915",190786,"Polygon",555645443,"555645443",1,"La Victoria","La Victoria","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,0.5,0.5020565955,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4916",190787,"Polygon",555645444,"555645444",1,"Zerimar","Zerimar","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,0.5,0.5096383374,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4917",190797,"Polygon",555645445,"555645445",1,"El Quemado","El Quemado","Individual landowners","National Commission of Natural Protected Areas","Designated",2016,0,0,18.9668,19.38295175,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CHH","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chihuahua"
"4918",190817,"Polygon",555645453,"555645453",1,"Costa Salvaje Wildlands IV","Costa Salvaje Wildlands IV","Individual landowners","National Commission of Natural Protected Areas","Designated",2019,0,0,41.8736,41.90771013,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California"
"4919",190818,"Polygon",555645454,"555645454",1,"Rancho Regalo de Dios","Rancho Regalo de Dios","Individual landowners","National Commission of Natural Protected Areas","Designated",2019,0,0,7.5,7.52540963,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TAM","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tamaulipas"
"4920",190823,"Polygon",555645455,"555645455",1,"Potrero El Muerto","Potrero El Muerto","Individual landowners","National Commission of Natural Protected Areas","Designated",2019,0,0,1.5,1.543320668,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-JAL","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Jalisco"
"4921",190845,"Polygon",555599566,"555599566",1,"(Parcela) 79 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 79 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.060223,0.05771507328,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4922",190854,"Polygon",555599693,"555599693",1,"El Sepudo (Ejido Huxtepec)","El Sepudo (Ejido Huxtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.02,0.02137285023,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"4923",190855,"Polygon",555599557,"555599557",1,"(Parcela) 53 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 53 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.0538,0.0552133179,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4924",190876,"Polygon",555599548,"555599548",1,"(Parcela) 26 Z-1 P1-1 (Ejido Boca del Monte)","(Parcela) 26 Z-1 P1-1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.093703,0.08483533637,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4925",190883,"Polygon",555599552,"555599552",1,"(Parcela) 37 Z-1 P1-1 (Ejido Boca del Monte)","(Parcela) 37 Z-1 P1-1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.068295,0.06809217674,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"4926",190913,"Polygon",555599648,"555599648",1,"Barranca Honda 1 (Ejido Huixtepec)","Barranca Honda 1 (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01075613686,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
